player,pos,squad,minutes,goals,assists,ga,goals_per90,assists_per90,ga_per90,wc_year
George Koumantarakis,FW,zaSouth Africa,41,0,,,0.00,,,2002
Niko Kovač,MF,hrCroatia,238,0,,,0.00,,,2002
Robert Kovač,DF,hrCroatia,270,0,,,0.00,,,2002
Yuri Kovtun,DF,ruRussia,270,0,,,0.00,,,2002
Marek Koźmiński,"DF,MF",plPoland,270,0,,,0.00,,,2002
Paweł Kryszałowicz,FW,plPoland,225,1,,,0.40,,,2002
Jacek Krzynówek,"FW,MF",plPoland,270,0,,,0.00,,,2002
Cezary Kucharski,FW,plPoland,64,0,,,0.00,,,2002
Tomasz Kłos,DF,plPoland,129,0,,,0.00,,,2002
Ulises de la Cruz,DF,ecEcuador,270,0,,,0.00,,,2002
Henrik Larsson,FW,seSweden,387,3,,,0.70,,,2002
Lauren,DF,cmCameroon,270,0,,,0.00,,,2002
Martin Laursen,DF,dkDenmark,360,0,,,0.00,,,2002
Garba Lawal,MF,ngNigeria,90,0,,,0.00,,,2002
Frank Leboeuf,DF,frFrance,105,0,,,0.00,,,2002
Jacob Lekgetho,DF,zaSouth Africa,8,0,,,0.00,,,2002
Alejandro Lembo,DF,uyUruguay,180,0,,,0.00,,,2002
Eddie Lewis,MF,usUnited States,196,0,,,0.00,,,2002
Tobias Linderoth,MF,seSweden,390,0,,,0.00,,,2002
Thomas Linke,DF,deGermany,630,1,,,0.14,,,2002
Bixente Lizarazu,DF,frFrance,270,0,,,0.00,,,2002
Freddie Ljungberg,"FW,MF",seSweden,180,0,,,0.00,,,2002
Carlos Llamosa,DF,usUnited States,12,0,,,0.00,,,2002
Erick Lonnis,GK,crCosta Rica,270,0,,,0.00,,,2002
Claudio López,FW,arArgentina,162,0,,,0.00,,,2002
Wilmer López,MF,crCosta Rica,177,0,,,0.00,,,2002
Gonzalo de los Santos,MF,uyUruguay,20,0,,,0.00,,,2002
Teddy Lučić,DF,seSweden,390,0,,,0.00,,,2002
Lúcio,DF,brBrazil,630,0,,,0.00,,,2002
Jorge Luis Campos,MF,pyParaguay,199,1,,,0.45,,,2002
José Luis Chilavert,GK,pyParaguay,270,0,,,0.00,,,2002
Luizão,FW,brBrazil,41,0,,,0.00,,,2002
Braulio Luna,MF,mxMexico,360,0,,,0.00,,,2002
Albert Luque,"FW,MF",esSpain,55,0,,,0.00,,,2002
Peter Løvenkrands,"FW,MF",dkDenmark,2,0,,,0.00,,,2002
Patrick M'Boma,FW,cmCameroon,220,1,,,0.41,,,2002
Federico Magallanes,"FW,MF",uyUruguay,35,0,,,0.00,,,2002
Jabu Mahlangu,MF,zaSouth Africa,7,0,,,0.00,,,2002
Radosław Majdan,GK,plPoland,90,0,,,0.00,,,2002
Claude Makélélé,MF,frFrance,90,0,,,0.00,,,2002
Paolo Maldini,DF,itItaly,390,0,,,0.00,,,2002
Pape Malick Diop,"DF,MF",snSenegal,455,1,,,0.20,,,2002
İlhan Mansız,FW,trTürkiye,236,3,,,1.14,,,2002
Su Maozhen,"FW,MF",cnChina PR,25,0,,,0.00,,,2002
Marcos,GK,brBrazil,630,0,,,0.00,,,2002
Luis Marín,DF,crCosta Rica,270,0,,,0.00,,,2002
Rafael Márquez,"DF,MF",mxMexico,357,0,,,0.00,,,2002
Gilberto Martínez,DF,crCosta Rica,253,0,,,0.00,,,2002
Pablo Mastroeni,MF,usUnited States,186,0,,,0.00,,,2002
Marco Materazzi,DF,itItaly,68,0,,,0.00,,,2002
Clint Mathis,"FW,MF",usUnited States,204,1,,,0.44,,,2002
Naoki Matsuda,"DF,MF",jpJapan,360,0,,,0.00,,,2002
Jason McAteer,MF,ieRep. of Ireland,56,0,,,0.00,,,2002
Brian McBride,FW,usUnited States,372,2,,,0.48,,,2002
Benni McCarthy,FW,zaSouth Africa,246,1,,,0.37,,,2002
Hernán Medford,"FW,MF",crCosta Rica,59,0,,,0.00,,,2002
Mourad Melki,MF,tnTunisia,132,0,,,0.00,,,2002
Olof Mellberg,"DF,MF",seSweden,390,0,,,0.00,,,2002
Édison Méndez,MF,ecEcuador,270,1,,,0.33,,,2002
Gustavo Méndez,"DF,MF",uyUruguay,90,0,,,0.00,,,2002
Gaizka Mendieta,MF,esSpain,196,1,,,0.46,,,2002
Sigifredo Mercado,MF,mxMexico,136,0,,,0.00,,,2002
Christoph Metzelder,DF,deGermany,585,0,,,0.00,,,2002
Imed Mhedhebi,"FW,MF",tnTunisia,54,0,,,0.00,,,2002
Johan Micoud,MF,frFrance,110,0,,,0.00,,,2002
Željko Milinovič,DF,siSlovenia,270,0,,,0.00,,,2002
Danny Mills,DF,engEngland,450,0,,,0.00,,,2002
Lee Min-sung,DF,krKorea Republic,125,0,,,0.00,,,2002
Ma Mingyu,MF,cnChina PR,151,0,,,0.00,,,2002
Tsuneyasu Miyamoto,DF,jpJapan,290,0,,,0.00,,,2002
Johan Mjällby,"DF,MF",seSweden,390,0,,,0.00,,,2002
Mohamed Mkacher,DF,tnTunisia,90,0,,,0.00,,,2002
Aaron Mokoena,"DF,MF",zaSouth Africa,270,0,,,0.00,,,2002
Teboho Mokoena,MF,zaSouth Africa,270,1,,,0.33,,,2002
Thabang Molefe,DF,zaSouth Africa,11,0,,,0.00,,,2002
Vincenzo Montella,FW,itItaly,36,0,,,0.00,,,2002
Paolo Montero,DF,uyUruguay,270,0,,,0.00,,,2002
Joe-Max Moore,FW,usUnited States,49,0,,,0.00,,,2002
Ramón Morales,MF,mxMexico,282,0,,,0.00,,,2002
Richard Morales,FW,uyUruguay,48,1,,,1.87,,,2002
Fernando Morientes,FW,esSpain,336,3,,,0.80,,,2002
Gustavo Morínigo,MF,pyParaguay,19,0,,,0.00,,,2002
Ryuzo Morioka,DF,jpJapan,70,0,,,0.00,,,2002
Hiroaki Morishima,"FW,MF",jpJapan,73,1,,,1.23,,,2002
Mbo Mpenza,FW,beBelgium,176,0,,,0.00,,,2002
Maciej Murawski,DF,plPoland,90,0,,,0.00,,,2002
Tomokazu Myojin,MF,jpJapan,270,0,,,0.00,,,2002
Hong Myung-bo,DF,krKorea Republic,596,0,,,0.00,,,2002
Moussa N'Diaye,"FW,MF",snSenegal,159,0,,,0.00,,,2002
Alassane N'Dour,"DF,MF",snSenegal,75,0,,,0.00,,,2002
Daniel N'Gom Kome,MF,cmCameroon,72,0,,,0.00,,,2002
Hidetoshi Nakata,MF,jpJapan,353,1,,,0.25,,,2002
Kōji Nakata,"DF,MF",jpJapan,360,0,,,0.00,,,2002
Masashi Nakayama,FW,jpJapan,19,0,,,0.00,,,2002
Kim Nam-il,MF,krKorea Republic,368,0,,,0.00,,,2002
Seigo Narazaki,GK,jpJapan,360,0,,,0.00,,,2002
Pius Ndiefi,FW,cmCameroon,17,0,,,0.00,,,2002
Alessandro Nesta,DF,itItaly,202,0,,,0.00,,,2002
Oliver Neuville,FW,deGermany,367,1,,,0.25,,,2002
Ruslan Nigmatullin,GK,ruRussia,270,0,,,0.00,,,2002
Yuriy Nikiforov,"DF,MF",ruRussia,222,0,,,0.00,,,2002
Akinori Nishizawa,FW,jpJapan,90,0,,,0.00,,,2002
Pierre Njanka,DF,cmCameroon,7,0,,,0.00,,,2002
Siyabonga Nomvethe,"FW,MF",zaSouth Africa,143,1,,,0.63,,,2002
Mohammed Noor,"FW,MF",saSaudi Arabia,95,0,,,0.00,,,2002
Džoni Novak,MF,siSlovenia,256,0,,,0.00,,,2002
Cyril Nzama,DF,zaSouth Africa,270,0,,,0.00,,,2002
John O'Brien,"DF,MF",usUnited States,450,1,,,0.20,,,2002
James Obiorah,"FW,MF",ngNigeria,90,0,,,0.00,,,2002
Alfonso Obregón,MF,ecEcuador,186,0,,,0.00,,,2002
Mitsuo Ogasawara,MF,jpJapan,7,0,,,0.00,,,2002
Bartholomew Ogbeche,FW,ngNigeria,159,0,,,0.00,,,2002
Jay-Jay Okocha,MF,ngNigeria,270,0,,,0.00,,,2002
Isaac Okoronkwo,DF,ngNigeria,270,0,,,0.00,,,2002
Salomon Olembé,MF,cmCameroon,198,0,,,0.00,,,2002
Ivica Olić,FW,hrCroatia,124,1,,,0.73,,,2002
Emmanuel Olisadebe,FW,plPoland,265,1,,,0.34,,,2002
Shinji Ono,MF,jpJapan,317,0,,,0.00,,,2002
Viktor Onopko,DF,ruRussia,270,0,,,0.00,,,2002
Femi Opabunmi,MF,ngNigeria,85,0,,,0.00,,,2002
Ariel Ortega,"FW,MF",arArgentina,270,0,,,0.00,,,2002
Milan Osterc,FW,siSlovenia,182,0,,,0.00,,,2002
Michael Owen,FW,engEngland,368,2,,,0.49,,,2002
Alpay Özalan,DF,trTürkiye,475,0,,,0.00,,,2002
Ümit Özat,"DF,MF",trTürkiye,180,0,,,0.00,,,2002
Juan Pablo Sorín,"DF,MF",arArgentina,242,0,,,0.00,,,2002
Francisco Palencia,"FW,MF",mxMexico,23,0,,,0.00,,,2002
Christian Panucci,DF,itItaly,362,0,,,0.00,,,2002
Carlos Paredes,MF,pyParaguay,111,0,,,0.00,,,2002
Winston Parks,FW,crCosta Rica,31,1,,,2.90,,,2002
Pauleta,FW,ptPortugal,248,3,,,1.09,,,2002
Juninho Paulista,MF,brBrazil,262,0,,,0.00,,,2002
Miran Pavlin,MF,siSlovenia,219,0,,,0.00,,,2002
Javier de Pedro,MF,esSpain,314,0,,,0.00,,,2002
Jacky Peeters,DF,beBelgium,251,0,,,0.00,,,2002
Ergün Penbe,"DF,MF",trTürkiye,480,0,,,0.00,,,2002
Óscar Pérez Rojas,GK,mxMexico,360,0,,,0.00,,,2002
Petit,MF,ptPortugal,256,0,,,0.00,,,2002
Emmanuel Petit,"DF,MF",frFrance,180,0,,,0.00,,,2002
Ruslan Pimenov,"DF,FW",ruRussia,135,0,,,0.00,,,2002
João Pinto,"FW,MF",ptPortugal,175,0,,,0.00,,,2002
Diego Placente,DF,arArgentina,180,0,,,0.00,,,2002
Stipe Pletikosa,GK,hrCroatia,270,0,,,0.00,,,2002
Mauricio Pochettino,DF,arArgentina,270,0,,,0.00,,,2002
Ânderson Polga,DF,brBrazil,180,0,,,0.00,,,2002
Eddie Pope,DF,usUnited States,439,0,,,0.00,,,2002
Augusto Porozo,DF,ecEcuador,270,0,,,0.00,,,2002
Christian Poulsen,MF,dkDenmark,106,0,,,0.00,,,2002
Robert Prosinečki,MF,hrCroatia,45,0,,,0.00,,,2002
Yang Pu,"DF,MF",cnChina PR,119,0,,,0.00,,,2002
Carles Puyol,DF,esSpain,420,0,,,0.00,,,2002
Niall Quinn,FW,ieRep. of Ireland,129,0,,,0.00,,,2002
Lucas Radebe,DF,zaSouth Africa,259,1,,,0.35,,,2002
Carsten Ramelow,"DF,MF",deGermany,354,0,,,0.00,,,2002
Milan Rapaić,"FW,MF",hrCroatia,213,1,,,0.42,,,2002
Raúl,FW,esSpain,340,3,,,0.79,,,2002
Rüştü Reçber,GK,trTürkiye,604,0,,,0.00,,,2002
Álvaro Recoba,"FW,MF",uyUruguay,259,1,,,0.35,,,2002
Mario Regueiro,"FW,MF",uyUruguay,70,0,,,0.00,,,2002
Marko Rehmer,DF,deGermany,45,0,,,0.00,,,2002
Steven Reid,"DF,MF",ieRep. of Ireland,32,0,,,0.00,,,2002
Claudio Reyna,MF,usUnited States,360,0,,,0.00,,,2002
Ricardinho,MF,brBrazil,52,0,,,0.00,,,2002
Rivaldo,"FW,MF",brBrazil,610,5,,,0.74,,,2002
Darío Rodríguez,DF,uyUruguay,247,1,,,0.36,,,2002
Johan Rodríguez,MF,mxMexico,251,0,,,0.00,,,2002
Enrique Romero,DF,esSpain,219,0,,,0.00,,,2002
Marcelo Romero,MF,uyUruguay,115,0,,,0.00,,,2002
Dennis Rommedahl,"FW,MF",dkDenmark,358,1,,,0.25,,,2002
Ronaldinho,"FW,MF",brBrazil,331,2,,,0.54,,,2002
Ronaldo,FW,brBrazil,548,8,,,1.31,,,2002
Mladen Rudonja,"FW,MF",siSlovenia,231,0,,,0.00,,,2002
Tomasz Rząsa,DF,plPoland,20,0,,,0.00,,,2002
Walter Samuel,DF,arArgentina,270,0,,,0.00,,,2002
Ebbe Sand,FW,dkDenmark,268,0,,,0.00,,,2002
Yoo Sang-chul,MF,krKorea Republic,577,1,,,0.16,,,2002
Tony Sanneh,"DF,MF",usUnited States,450,0,,,0.00,,,2002
Roque Santa Cruz,FW,pyParaguay,298,1,,,0.30,,,2002
Alessandro Santos,"DF,MF",jpJapan,72,0,,,0.00,,,2002
Daniel Šarić,"DF,MF",hrCroatia,184,0,,,0.00,,,2002
Pape Sarr,MF,snSenegal,45,0,,,0.00,,,2002
Hasan Şaş,MF,trTürkiye,564,2,,,0.32,,,2002
Bernd Schneider,"DF,MF",deGermany,580,1,,,0.16,,,2002
Paul Scholes,MF,engEngland,408,0,,,0.00,,,2002
David Seaman,GK,engEngland,450,0,,,0.00,,,2002
Juan Sebastián Verón,MF,arArgentina,150,0,,,0.00,,,2002
Adel Sellimi,FW,tnTunisia,90,0,,,0.00,,,2002
Igor Semshov,MF,ruRussia,135,0,,,0.00,,,2002
Dmitri Sennikov,DF,ruRussia,48,0,,,0.00,,,2002
Sergio,MF,esSpain,38,0,,,0.00,,,2002
Ibrahim Al-Shahrani,MF,saSaudi Arabia,225,0,,,0.00,,,2002
Mohammad Al-Shalhoub,MF,saSaudi Arabia,24,0,,,0.00,,,2002
Fouzi Al-Shehri,"DF,MF",saSaudi Arabia,180,0,,,0.00,,,2002
Teddy Sheringham,FW,engEngland,92,0,,,0.00,,,2002
Ike Shorunmu,GK,ngNigeria,180,0,,,0.00,,,2002
MacBeth Sibaya,MF,zaSouth Africa,270,0,,,0.00,,,2002
Paweł Sibik,MF,plPoland,5,0,,,0.00,,,2002
Darío Silva,FW,uyUruguay,239,0,,,0.00,,,2002
Gilberto Silva,"DF,MF",brBrazil,630,0,,,0.00,,,2002
Diego Simeone,MF,arArgentina,180,0,,,0.00,,,2002
Marko Simeunovič,GK,siSlovenia,180,0,,,0.00,,,2002
Dario Šimić,DF,hrCroatia,63,0,,,0.00,,,2002
Timmy Simons,"DF,MF",beBelgium,266,0,,,0.00,,,2002
Josip Šimunić,DF,hrCroatia,270,0,,,0.00,,,2002
Trevor Sinclair,MF,engEngland,307,0,,,0.00,,,2002
Alexey Smertin,MF,ruRussia,89,0,,,0.00,,,2002
Efe Sodje,DF,ngNigeria,162,0,,,0.00,,,2002
Zvonimir Soldo,"DF,MF",hrCroatia,151,0,,,0.00,,,2002
Mauricio Solís,MF,crCosta Rica,244,0,,,0.00,,,2002
Andrei Solomatin,"DF,MF",ruRussia,270,0,,,0.00,,,2002
Wesley Sonck,FW,beBelgium,108,1,,,0.83,,,2002
Rigobert Song,DF,cmCameroon,270,0,,,0.00,,,2002
Gonzalo Sorondo,DF,uyUruguay,211,0,,,0.00,,,2002
Mario Stanić,"FW,MF",hrCroatia,47,0,,,0.00,,,2002
Steve Staunton,"DF,MF",ieRep. of Ireland,315,0,,,0.00,,,2002
Brian Steen Nielsen,"DF,MF",dkDenmark,12,0,,,0.00,,,2002
Earnie Stewart,"FW,MF",usUnited States,227,0,,,0.00,,,2002
Branko Strupar,FW,beBelgium,53,0,,,0.00,,,2002
Estanislao Struway,MF,pyParaguay,187,0,,,0.00,,,2002
Patrick Suffo,FW,cmCameroon,46,0,,,0.00,,,2002
Davor Šuker,FW,hrCroatia,63,0,,,0.00,,,2002
Hakan Şükür,FW,trTürkiye,590,1,,,0.15,,,2002
Hwang Sun-hong,FW,krKorea Republic,246,1,,,0.37,,,2002
Takayuki Suzuki,"FW,MF",jpJapan,273,1,,,0.33,,,2002
Anders Svensson,MF,seSweden,304,1,,,0.30,,,2002
Magnus Svensson,"DF,MF",seSweden,251,0,,,0.00,,,2002
Piotr Świerczewski,MF,plPoland,180,0,,,0.00,,,2002
Dmitri Sychev,"FW,MF",ruRussia,138,1,,,0.65,,,2002
Tony Sylva,GK,snSenegal,510,0,,,0.00,,,2002
Thomas Sørensen,GK,dkDenmark,360,0,,,0.00,,,2002
Choi Tae-uk,MF,krKorea Republic,12,0,,,0.00,,,2002
Kim Tae-young,DF,krKorea Republic,556,0,,,0.00,,,2002
Ricardo Tavarelli,GK,pyParaguay,90,0,,,0.00,,,2002
Rajko Tavčar,"DF,MF",siSlovenia,90,0,,,0.00,,,2002
Bill Tchato,DF,cmCameroon,232,0,,,0.00,,,2002
Nawaf Al-Temyat,MF,saSaudi Arabia,225,0,,,0.00,,,2002
Carlos Tenorio,FW,ecEcuador,158,0,,,0.00,,,2002
Edwin Tenorio,MF,ecEcuador,92,0,,,0.00,,,2002
Pape Thiaw,FW,snSenegal,120,0,,,0.00,,,2002
Lilian Thuram,DF,frFrance,270,0,,,0.00,,,2002
Li Tie,"FW,MF",cnChina PR,270,0,,,0.00,,,2002
Senad Tiganj,FW,siSlovenia,14,0,,,0.00,,,2002
Yegor Titov,"FW,MF",ruRussia,270,1,,,0.33,,,2002
Kazuyuki Toda,MF,jpJapan,360,0,,,0.00,,,2002
Stjepan Tomas,DF,hrCroatia,270,0,,,0.00,,,2002
Damiano Tommasi,MF,itItaly,390,0,,,0.00,,,2002
Gerardo Torrado,MF,mxMexico,347,1,,,0.26,,,2002
Curro Torres,DF,esSpain,90,0,,,0.00,,,2002
Francesco Totti,"FW,MF",itItaly,342,0,,,0.00,,,2002
Hatem Trabelsi,DF,tnTunisia,270,0,,,0.00,,,2002
David Trezeguet,FW,frFrance,260,0,,,0.00,,,2002
Diego Tristán,FW,esSpain,111,0,,,0.00,,,2002
Redha Tukar,DF,saSaudi Arabia,270,0,,,0.00,,,2002
Stig Tøfting,MF,dkDenmark,315,0,,,0.00,,,2002
Ifeanyi Udeze,DF,ngNigeria,180,0,,,0.00,,,2002
Hakan Ünsal,DF,trTürkiye,319,0,,,0.00,,,2002
John Utaka,"FW,MF",ngNigeria,90,0,,,0.00,,,2002
Vampeta,MF,brBrazil,19,0,,,0.00,,,2002
Daniel Van Buyten,DF,beBelgium,360,0,,,0.00,,,2002
Peter Van der Heyden,DF,beBelgium,180,1,,,0.50,,,2002
Nico Van Kerckhoven,"DF,FW",beBelgium,180,0,,,0.00,,,2002
Eric Van Meir,DF,beBelgium,91,0,,,0.00,,,2002
Yves Vanderhaeghe,MF,beBelgium,360,0,,,0.00,,,2002
Gustavo Varela,MF,uyUruguay,270,0,,,0.00,,,2002
Darius Vassell,"FW,MF",engEngland,99,0,,,0.00,,,2002
Gert Verheyen,"FW,MF",beBelgium,294,0,,,0.00,,,2002
Sven Vermant,MF,beBelgium,45,0,,,0.00,,,2002
Manuel Vidrio,DF,mxMexico,315,0,,,0.00,,,2002
Patrick Vieira,MF,frFrance,250,0,,,0.00,,,2002
Christian Vieri,FW,itItaly,390,4,,,0.92,,,2002
Jurica Vranješ,MF,hrCroatia,61,0,,,0.00,,,2002
Muamer Vugdalić,DF,siSlovenia,90,0,,,0.00,,,2002
Davor Vugrinec,"FW,MF",hrCroatia,95,0,,,0.00,,,2002
Abdullah Al-Waked,MF,saSaudi Arabia,180,0,,,0.00,,,2002
Johan Walem,MF,beBelgium,247,1,,,0.36,,,2002
Harold Wallace,"DF,MF",crCosta Rica,190,0,,,0.00,,,2002
Paulo Wanchope,FW,crCosta Rica,259,1,,,0.35,,,2002
Tomasz Wałdoch,DF,plPoland,182,0,,,0.00,,,2002
Du Wei,DF,cnChina PR,180,0,,,0.00,,,2002
Li Weifeng,DF,cnChina PR,270,0,,,0.00,,,2002
Taribo West,DF,ngNigeria,180,0,,,0.00,,,2002
Marc Wilmots,"FW,MF",beBelgium,360,3,,,0.75,,,2002
Sylvain Wiltord,"FW,MF",frFrance,251,0,,,0.00,,,2002
Josh Wolff,FW,usUnited States,67,0,,,0.00,,,2002
Pierre Womé,DF,cmCameroon,263,0,,,0.00,,,2002
Lee Woon-jae,GK,krKorea Republic,690,0,,,0.00,,,2002
Mauricio Wright,DF,crCosta Rica,270,1,,,0.33,,,2002
Xavi,MF,esSpain,124,0,,,0.00,,,2002
Abel Xavier,DF,ptPortugal,18,0,,,0.00,,,2002
Li Xiaopeng,MF,cnChina PR,270,0,,,0.00,,,2002
Al Hasan Al-Yami,FW,saSaudi Arabia,222,0,,,0.00,,,2002
Atsushi Yanagisawa,FW,jpJapan,225,0,,,0.00,,,2002
Joseph Yobo,DF,ngNigeria,270,0,,,0.00,,,2002
Choi Yong-soo,FW,krKorea Republic,22,0,,,0.00,,,2002
Lee Young-pyo,DF,krKorea Republic,510,0,,,0.00,,,2002
Xu Yunlong,DF,cnChina PR,270,0,,,0.00,,,2002
Zlatko Zahovič,"FW,MF",siSlovenia,62,0,,,0.00,,,2002
Gianluca Zambrotta,DF,itItaly,341,0,,,0.00,,,2002
Cristiano Zanetti,MF,itItaly,300,0,,,0.00,,,2002
Javier Zanetti,"DF,MF",arArgentina,270,0,,,0.00,,,2002
Marcin Żewłakow,FW,plPoland,88,1,,,1.02,,,2002
Michał Żewłakow,DF,plPoland,160,0,,,0.00,,,2002
Fan Zhiyi,DF,cnChina PR,73,0,,,0.00,,,2002
Zinédine Zidane,MF,frFrance,90,0,,,0.00,,,2002
Christian Ziege,"DF,MF",deGermany,367,0,,,0.00,,,2002
Jacek Zieliński,MF,plPoland,90,0,,,0.00,,,2002
Ali Zitouni,"FW,MF",tnTunisia,34,0,,,0.00,,,2002
Boris Živković,DF,hrCroatia,58,0,,,0.00,,,2002
Abdullah Zubromawi,DF,saSaudi Arabia,228,0,,,0.00,,,2002
Sibusiso Zuma,"FW,MF",zaSouth Africa,270,0,,,0.00,,,2002
Maciej Żurawski,FW,plPoland,190,0,,,0.00,,,2002
Jean-Paul Abalo,"DF,MF",tgTogo,142,0,,,0.00,,,2006
Pato Abbondanzieri,GK,arArgentina,460,0,,,0.00,,,2006
Hussein Abdulghani,DF,saSaudi Arabia,260,0,,,0.00,,,2006
Éric Abidal,DF,frFrance,570,0,,,0.00,,,2006
Roberto Acuña,MF,pyParaguay,270,0,,,0.00,,,2006
Eric Addo,"DF,MF",ghGhana,192,0,,,0.00,,,2006
Otto Addo,MF,ghGhana,90,0,,,0.00,,,2006
Emmanuel Adebayor,FW,tgTogo,254,0,,,0.00,,,2006
Adriano,FW,brBrazil,265,2,,,0.68,,,2006
Kossi Agassa,GK,tgTogo,270,0,,,0.00,,,2006
Kuami Agboh,MF,tgTogo,24,0,,,0.00,,,2006
Pablo Aimar,MF,arArgentina,57,0,,,0.00,,,2006
Kanga Akalé,"FW,MF",ciCôte d'Ivoire,138,0,,,0.00,,,2006
Akwá,FW,aoAngola,199,0,,,0.00,,,2006
David Albelda,"DF,MF",esSpain,126,0,,,0.00,,,2006
Niclas Alexandersson,MF,seSweden,360,0,,,0.00,,,2006
Marcus Allbäck,FW,seSweden,167,1,,,0.54,,,2006
John Aloisi,FW,auAustralia,76,1,,,1.18,,,2006
Xabi Alonso,MF,esSpain,234,1,,,0.38,,,2006
Flávio Amado,"FW,MF",aoAngola,40,1,,,2.25,,,2006
Paúl Ambrosi,DF,ecEcuador,90,0,,,0.00,,,2006
Mohammed Ameen,MF,saSaudi Arabia,70,0,,,0.00,,,2006
Matthew Amoah,FW,ghGhana,273,0,,,0.00,,,2006
Daniel Andersson,"DF,MF",seSweden,1,0,,,0.00,,,2006
José Antonio Castro,DF,mxMexico,142,0,,,0.00,,,2006
José Antonio Reyes,MF,esSpain,69,0,,,0.00,,,2006
Stephen Appiah,MF,ghGhana,360,1,,,0.25,,,2006
Jesús Arellano,MF,mxMexico,39,0,,,0.00,,,2006
Gerald Asamoah,"FW,MF",deGermany,18,0,,,0.00,,,2006
Ludovic Assemoassa,DF,tgTogo,61,0,,,0.00,,,2006
Roberto Ayala,DF,arArgentina,510,1,,,0.18,,,2006
Anis Ayari,DF,tnTunisia,146,0,,,0.00,,,2006
Marlon Ayoví,MF,ecEcuador,67,0,,,0.00,,,2006
Yao Aziawonou,MF,tgTogo,95,0,,,0.00,,,2006
Khaled Aziz,MF,saSaudi Arabia,192,0,,,0.00,,,2006
Randall Azofeifa,MF,crCosta Rica,1,0,,,0.00,,,2006
Ryan Babel,"FW,MF",nlNetherlands,35,0,,,0.00,,,2006
Marko Babić,"DF,MF",hrCroatia,270,0,,,0.00,,,2006
Gabriel Badilla,DF,crCosta Rica,90,0,,,0.00,,,2006
Jacek Bąk,DF,plPoland,270,0,,,0.00,,,2006
Sohrab Bakhtiarizadeh,DF,irIR Iran,93,1,,,0.97,,,2006
Michael Ballack,MF,deGermany,510,0,,,0.00,,,2006
Tranquillo Barnetta,MF,chSwitzerland,390,1,,,0.23,,,2006
Simone Barone,MF,itItaly,40,0,,,0.00,,,2006
Milan Baroš,FW,czCzechia,63,0,,,0.00,,,2006
Édgar Barreto,MF,pyParaguay,100,0,,,0.00,,,2006
Boubacar Barry,GK,ciCôte d'Ivoire,90,0,,,0.00,,,2006
Fabien Barthez,GK,frFrance,660,0,,,0.00,,,2006
Andrea Barzagli,DF,itItaly,125,0,,,0.00,,,2006
Marcin Baszczyński,DF,plPoland,270,0,,,0.00,,,2006
DaMarcus Beasley,"DF,FW",usUnited States,209,0,,,0.00,,,2006
David Beckham,MF,engEngland,407,1,,,0.22,,,2006
Valon Behrami,"DF,MF",chSwitzerland,3,0,,,0.00,,,2006
Chaouki Ben Saada,"FW,MF",tnTunisia,12,0,,,0.00,,,2006
Christian Benítez,FW,ecEcuador,45,0,,,0.00,,,2006
Kurt Bernard,"FW,MF",crCosta Rica,7,0,,,0.00,,,2006
Chris Birchall,MF,ttTrin & Tobago,270,0,,,0.00,,,2006
Luís Boa Morte,"FW,MF",ptPortugal,11,0,,,0.00,,,2006
Derek Boateng,MF,ghGhana,121,0,,,0.00,,,2006
Aldo Bobadilla,GK,pyParaguay,263,0,,,0.00,,,2006
Carlos Bocanegra,DF,usUnited States,180,0,,,0.00,,,2006
Arthur Boka,DF,ciCôte d'Ivoire,270,0,,,0.00,,,2006
Christian Bolaños,MF,crCosta Rica,90,0,,,0.00,,,2006
Mark van Bommel,MF,nlNetherlands,215,0,,,0.00,,,2006
Carlos Bonet,"DF,MF",pyParaguay,147,0,,,0.00,,,2006
Jared Borgetti,FW,mxMexico,171,0,,,0.00,,,2006
Arash Borhani,FW,irIR Iran,34,0,,,0.00,,,2006
Félix Borja,FW,ecEcuador,45,0,,,0.00,,,2006
Tim Borowski,MF,deGermany,248,0,,,0.00,,,2006
Artur Boruc,GK,plPoland,270,0,,,0.00,,,2006
Bartosz Bosacki,DF,plPoland,180,2,,,1.00,,,2006
Ivan Bošnjak,FW,hrCroatia,4,0,,,0.00,,,2006
Riadh Bouazizi,MF,tnTunisia,188,0,,,0.00,,,2006
Khalid Boulahrouz,DF,nlNetherlands,202,0,,,0.00,,,2006
Ali Boumnijel,GK,tnTunisia,270,0,,,0.00,,,2006
Omar Bravo,FW,mxMexico,270,2,,,0.67,,,2006
Mark Bresciano,MF,auAustralia,212,0,,,0.00,,,2006
Giovanni van Bronckhorst,"DF,MF",nlNetherlands,269,0,,,0.00,,,2006
Paweł Brożek,FW,plPoland,54,0,,,0.00,,,2006
Gianluigi Buffon,GK,itItaly,690,0,,,0.00,,,2006
Nicolás Burdisso,DF,arArgentina,203,0,,,0.00,,,2006
Oleksiy Byelik,FW,uaUkraine,19,0,,,0.00,,,2006
Ricardo Cabanas,MF,chSwitzerland,376,0,,,0.00,,,2006
Cafú,DF,brBrazil,345,0,,,0.00,,,2006
Tim Cahill,"FW,MF",auAustralia,273,2,,,0.66,,,2006
Esteban Cambiasso,MF,arArgentina,378,1,,,0.24,,,2006
Mauro Camoranesi,MF,itItaly,350,0,,,0.00,,,2006
Sol Campbell,"DF,FW",engEngland,35,0,,,0.00,,,2006
Marco Caneira,DF,ptPortugal,90,0,,,0.00,,,2006
